time/time_elapsed,rollout/episode_length,rollout/episode_reward_sum,time/iterations,rollout/episode_reward_short_path,rollout/episode_reward_height_coverage,time/fps,time/total_timesteps,time/rollout,train/entropy_loss,train/policy_gradient_loss,train/loss,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,time/training,train/clip_fraction,train/clip_range_vf,train/learning_rate
5344,24.7623,17.86,253,-2.5306,0.9057,447,2072576,18.299063682556152,-14.36589719299087,-0.043275773386940136,4.655749320983887,1260,0.19329223,0.7101297676563263,0.2,7.376040254320417,2.7062599658966064,0.5592398966165414,0.2,0.0001
5365,24.599,17.8884,254,-2.261,0.9057,445,2080768,18.400110244750977,-14.288985707039057,-0.046572570183653704,2.7153210639953613,1265,0.22702473,0.7108792066574097,0.2,7.2700701064841695,2.62270450592041,0.5307957848837209,0.2,0.0001
5385,25.7153,17.7978,255,-3.4053,0.9069,445,2088960,18.385769367218018,-14.231013989561541,-0.03340294299055756,10.356268882751465,1270,0.15972902,0.7067661583423615,0.2,7.758029617404485,2.1468565464019775,0.5252517772511849,0.2,0.0001
5406,25.9376,17.7581,256,-3.5694,0.9058,447,2097152,18.299635648727417,-14.220813352328081,-0.03576965586622604,4.372297763824463,1275,0.15858856,0.7193421721458435,0.2,6.997127955349592,2.1206390857696533,0.5121319110576923,0.2,0.0001
5426,25.2058,17.8768,257,-2.524,0.9065,445,2105344,18.379701614379883,-14.267659169151669,-0.038159084408765746,6.491666316986084,1280,0.16463281,0.723005622625351,0.2,6.983954699834188,2.137328624725342,0.5116071428571428,0.2,0.0001
5448,26.5446,17.6905,258,-4.2506,0.9058,447,2113536,18.30025601387024,-14.317693123221398,-0.05235197369620437,5.604251861572266,1285,0.17695437,0.7367767989635468,0.2,6.382980784028769,3.267319917678833,0.5896728515625,0.2,0.0001
5467,25.5382,17.8501,259,-2.7532,0.9063,444,2121728,18.44766068458557,-14.351320316917018,0.008158046102739479,5.514688014984131,1290,0.11265937,0.6994107067584991,0.2,7.69785181942739,0.7767412662506104,0.40995065789473684,0.2,0.0001
5489,24.922,17.9017,260,-2.1294,0.9057,446,2129920,18.32803702354431,-14.386714479327201,-0.048699343443149704,5.695911884307861,1295,0.19829105,0.6915396153926849,0.2,7.7915442250669,3.2646100521087646,0.601318359375,0.2,0.0001
5509,25.0505,17.8673,261,-2.4421,0.9056,447,2138112,18.314540147781372,-14.565322798774355,-0.0316716397735512,2.716965675354004,1300,0.15136838,0.7126073837280273,0.2,7.357919949293136,2.130725860595703,0.5376488095238096,0.2,0.0001
5531,24.8134,17.8984,262,-2.1344,0.9056,446,2146304,18.362332344055176,-14.616221833229066,-0.05663547902368009,3.8698368072509766,1305,0.16739841,0.7145118713378906,0.2,6.839602272957563,3.261361837387085,0.571875,0.2,0.0001
5552,26.3529,17.7232,263,-4.0043,0.9062,449,2154496,18.239251136779785,-14.733431351184844,-0.045833071423112416,5.402151107788086,1310,0.19468531,0.6923738121986389,0.2,7.822381786257028,3.274132251739502,0.606689453125,0.2,0.0001
5574,25.3387,17.8621,264,-2.4644,0.9054,448,2162688,18.27744197845459,-14.761371886730194,-0.05468802313262131,3.7348179817199707,1315,0.16865855,0.7306522130966187,0.2,6.512642552703619,3.2465813159942627,0.5722900390625,0.2,0.0001
5594,25.1515,17.8679,265,-2.5271,0.906,443,2170880,18.451181411743164,-14.794571278889974,-0.036813369277450776,6.64642333984375,1320,0.1685138,0.6937505900859833,0.2,7.947129974895053,2.2822134494781494,0.5225347222222222,0.2,0.0001
5615,24.9529,17.9057,266,-2.1681,0.9061,448,2179072,18.284220933914185,-14.772227689868114,-0.04274066375782255,7.2686848640441895,1325,0.16493367,0.7102499008178711,0.2,7.335900474034372,2.485229253768921,0.5335553278688525,0.2,0.0001
5637,24.5452,17.9766,267,-1.5839,0.9068,446,2187264,18.34439992904663,-14.782244428992271,-0.05114045249647461,5.033611297607422,1330,0.18334135,0.7355699837207794,0.2,6.584480344131589,3.2584996223449707,0.58046875,0.2,0.0001
5658,24.9139,17.9219,268,-2.0254,0.9062,449,2195456,18.228208541870117,-14.741549903154374,-0.05431208775844425,6.171083927154541,1335,0.16312629,0.7253036499023438,0.2,6.9611649788916115,3.250256061553955,0.576611328125,0.2,0.0001
5678,24.5934,17.9742,269,-1.5389,0.9064,446,2203648,18.339596033096313,-14.75440447330475,-0.027487815072527157,5.121109485626221,1340,0.12416293,0.7230355441570282,0.2,7.159191744029522,1.62367844581604,0.46884765625,0.2,0.0001
5700,23.8506,17.9906,270,-1.1413,0.9052,447,2211840,18.299926042556763,-14.660190120339394,-0.05106792945298366,2.551421642303467,1345,0.15927699,0.7356595993041992,0.2,6.572435849905014,3.2615411281585693,0.560986328125,0.2,0.0001
5721,25.5871,17.9106,271,-2.1297,0.9062,445,2220032,18.38565683364868,-14.638878208398818,-0.056216487017809416,4.443982124328613,1350,0.16808641,0.7067566514015198,0.2,7.363145642727614,3.2649359703063965,0.56806640625,0.2,0.0001
5743,26.34,17.8192,272,-2.9906,0.9059,448,2228224,18.26292586326599,-14.784512248866232,-0.04488341535726816,4.462126731872559,1355,0.17247573,0.7301901876926422,0.2,6.67483375873073,2.756242513656616,0.5486335332103321,0.2,0.0001
5762,24.5657,17.9662,273,-1.616,0.9064,446,2236416,18.330794095993042,-14.71663320219362,0.0033295789685148696,5.886100769042969,1360,0.112679176,0.7378554940223694,0.2,6.6164257743141865,0.7853457927703857,0.35582386363636365,0.2,0.0001
5783,25.3615,17.8483,274,-2.623,0.9055,447,2244608,18.318592071533203,-14.66130092426882,-0.04627576620018078,2.4423537254333496,1365,0.16817665,0.7303368449211121,0.2,6.824770210557065,2.993210554122925,0.5435646186440678,0.2,0.0001
5804,25.2213,17.8803,275,-2.3886,0.906,446,2252800,18.3310489654541,-14.699480011349632,-0.04339985305873247,2.8203954696655273,1370,0.20613082,0.7195116877555847,0.2,7.281972987747891,2.778717279434204,0.5731169871794872,0.2,0.0001
5826,25.1544,17.8847,276,-2.1854,0.9052,444,2260992,18.43637466430664,-14.66246500313282,-0.04755709042656235,2.5982134342193604,1375,0.17806658,0.7241879403591156,0.2,6.848331409692764,3.2672150135040283,0.57568359375,0.2,0.0001
5846,25.4845,17.7982,277,-3.3152,0.9065,447,2269184,18.314889430999756,-14.61141595890913,-0.0299521076428906,4.7825727462768555,1380,0.1312369,0.7004900276660919,0.2,7.899182667807927,1.9253640174865723,0.5053323412698413,0.2,0.0001
5868,23.7672,17.9809,278,-1.2954,0.9055,446,2277376,18.354953050613403,-14.542545154690742,-0.04945924741914496,4.580009460449219,1385,0.1804333,0.7212473750114441,0.2,7.101557989418507,3.255526542663574,0.5817138671875,0.2,0.0001
5888,25.1278,17.8941,279,-2.2567,0.906,446,2285568,18.36600637435913,-14.613330224502919,-0.034973352532400644,1.286899447441101,1390,0.1893284,0.7185752987861633,0.2,7.433946439831756,2.1922953128814697,0.5119912790697675,0.2,0.0001
5909,24.3481,17.966,280,-1.5587,0.9061,444,2293760,18.438905715942383,-14.701927084189196,-0.035592238942626864,6.583050727844238,1395,0.14840658,0.7257047891616821,0.2,6.803143213574703,2.1203997135162354,0.4916240985576923,0.2,0.0001
5929,24.5568,17.9484,281,-1.6903,0.9059,445,2301952,18.383739948272705,-14.602540451091725,-0.033754179417923254,3.4060404300689697,1400,0.12225474,0.699343740940094,0.2,7.767946366425399,1.8511173725128174,0.5154103708791209,0.2,0.0001
5951,24.4301,17.9584,282,-1.5963,0.9059,444,2310144,18.41955065727234,-14.663841560482979,-0.047815478310803884,3.179863452911377,1405,0.15749198,0.720935583114624,0.2,7.112244246900081,3.264894723892212,0.57294921875,0.2,0.0001
5971,24.9818,17.9157,283,-2.0141,0.9059,445,2318336,18.368907928466797,-14.780726069292145,-0.03415177012438731,9.57441520690918,1410,0.17123689,0.7010506987571716,0.2,7.818350841646237,2.2788515090942383,0.5306544282511211,0.2,0.0001
5992,24.5114,17.8966,284,-2.2359,0.906,444,2326528,18.435643672943115,-14.788879858175285,-0.040412766731936826,2.8929786682128906,1415,0.13344501,0.7373831272125244,0.2,6.642509664942625,2.5677037239074707,0.5260931324110671,0.2,0.0001
6013,23.7593,17.9559,285,-1.6241,0.9059,444,2334720,18.411070823669434,-14.797380640349036,-0.0431543215982442,3.8607704639434814,1420,0.31140167,0.7350189089775085,0.2,6.959176461056512,2.6208159923553467,0.5333171206225681,0.2,0.0001
6035,24.6776,17.9077,286,-2.0165,0.9055,448,2342912,18.281744718551636,-14.777787703275681,-0.0510661910608178,4.44956636428833,1425,0.14730346,0.7381844222545624,0.2,6.684404746070504,3.2710845470428467,0.5562744140625,0.2,0.0001
6056,24.7344,17.9565,287,-1.6947,0.9063,448,2351104,18.25943422317505,-14.851615670323373,-0.05233327245805412,5.536579132080078,1430,0.16881476,0.7096070349216461,0.2,7.442859175056219,3.269205093383789,0.5713134765625,0.2,0.0001
6078,24.5081,17.9468,288,-1.7388,0.906,445,2359296,18.40437340736389,-14.736482641100883,-0.05111993303871713,1.8960273265838623,1435,0.14490497,0.7343977093696594,0.2,6.666877448931336,3.2498300075531006,0.54208984375,0.2,0.0001
6098,24.6615,17.9228,289,-1.95,0.9059,445,2367488,18.40204429626465,-14.983024739964122,-0.028920173445806146,1.446761131286621,1440,0.12401255,0.7236542701721191,0.2,7.1491973345929924,1.9063105583190918,0.4838736631016043,0.2,0.0001
6120,25.0183,17.9413,290,-1.8099,0.9061,445,2375680,18.37001371383667,-14.87918699681759,-0.05177478283003438,1.3086700439453125,1445,0.15615807,0.7386375665664673,0.2,6.656624972075224,3.263155937194824,0.5466064453125,0.2,0.0001
6142,25.4456,17.823,291,-3.0236,0.9063,448,2383872,18.274203300476074,-14.926901334524155,-0.04722027687530499,9.830744743347168,1450,0.17565252,0.7174767851829529,0.2,6.981634391844272,3.27001690864563,0.5670166015625,0.2,0.0001
6163,26.1995,17.8386,292,-2.825,0.9061,445,2392064,18.387367725372314,-15.011848452687264,-0.05335665496095317,4.180150032043457,1455,0.14382471,0.7254283726215363,0.2,6.818339445069432,3.251861572265625,0.56513671875,0.2,0.0001
6184,24.6257,17.9378,293,-1.748,0.9056,445,2400256,18.3841872215271,-15.029756722626862,-0.04124350517359658,3.3407344818115234,1460,0.13724375,0.7417332231998444,0.2,6.598975959138125,2.4635684490203857,0.49858539094650206,0.2,0.0001
6205,25.2254,17.924,294,-1.9666,0.906,443,2408448,18.470856189727783,-14.908688672884242,-0.04212422003808219,5.13936185836792,1465,0.14377515,0.7217589020729065,0.2,6.9691899869385665,2.5797927379608154,0.5031373031496063,0.2,0.0001
6227,23.2297,18.0114,295,-1.0828,0.906,446,2416640,18.344541788101196,-14.894872437753985,-0.05192672590154313,3.4914493560791016,1470,0.16232426,0.7311801314353943,0.2,6.685816758486532,3.1486973762512207,0.5435987903225806,0.2,0.0001
6248,24.7081,17.9518,296,-1.6899,0.906,445,2424832,18.37368083000183,-14.847469415951732,-0.045338275182032865,3.4565181732177734,1475,0.19428444,0.6993793547153473,0.2,7.763342298392867,3.0400402545928955,0.5745453595317725,0.2,0.0001
6270,23.8895,18.0031,297,-1.1908,0.9061,445,2433024,18.37046980857849,-14.928482493758201,-0.04855078198306728,3.412116527557373,1480,0.15372711,0.74842569231987,0.2,6.411927158385515,3.2471988201141357,0.5457275390625,0.2,0.0001
6291,24.3851,18.0007,298,-1.232,0.9062,447,2441216,18.31223750114441,-14.909555807709694,-0.05272030738706235,2.5466742515563965,1485,0.17513315,0.7342858910560608,0.2,6.804376038908958,3.2609541416168213,0.560595703125,0.2,0.0001
6313,24.4748,17.9862,299,-1.2654,0.9056,445,2449408,18.391653537750244,-14.971315902471542,-0.05089231837191619,3.5798888206481934,1490,0.1506638,0.7401802837848663,0.2,6.409994407370687,3.2538554668426514,0.554638671875,0.2,0.0001
6335,24.4023,17.9706,300,-1.5241,0.9061,446,2457600,18.35727286338806,-14.923879417777062,-0.05163326041365508,4.321621417999268,1495,0.1564673,0.727263331413269,0.2,7.009922837466002,3.2811381816864014,0.5453125,0.2,0.0001
6356,25.081,17.9198,301,-1.9629,0.9058,447,2465792,18.309596061706543,-14.9177826911211,-0.05324227206874639,5.125112056732178,1500,0.15769279,0.745202898979187,0.2,6.34160195440054,3.2708730697631836,0.55693359375,0.2,0.0001
6377,25.3869,17.8795,302,-2.3692,0.9058,446,2473984,18.367595434188843,-15.044787299399282,-0.037624676458482796,6.595926284790039,1505,0.15325888,0.741660088300705,0.2,6.332506580095665,2.073958396911621,0.4782858455882353,0.2,0.0001
6398,25.3056,17.9084,303,-2.1148,0.906,445,2482176,18.405832052230835,-15.00841619670391,-0.05025197381037287,6.30648136138916,1510,0.16874465,0.7407729625701904,0.2,6.8639604017138485,3.261030673980713,0.557421875,0.2,0.0001
6420,25.3723,17.8687,304,-2.5362,0.9061,447,2490368,18.30398416519165,-14.905001890659332,-0.052033256014692594,1.3932801485061646,1515,0.15418042,0.7422000765800476,0.2,6.338159151375294,3.2607431411743164,0.555224609375,0.2,0.0001
6441,25.4008,17.9679,305,-1.4311,0.9056,447,2498560,18.323111295700073,-14.915321817994117,-0.046475319151068104,10.82620906829834,1520,0.18200742,0.7123389542102814,0.2,7.2892794124782085,3.2726027965545654,0.55966796875,0.2,0.0001
6463,25.5679,17.9094,306,-1.9889,0.9054,445,2506752,18.389722108840942,-14.983249953389167,-0.05080482169869356,2.2394442558288574,1525,0.16667587,0.7433536350727081,0.2,6.279177863523364,3.2405271530151367,0.574267578125,0.2,0.0001
6485,25.0985,17.9339,307,-1.829,0.9058,447,2514944,18.314954042434692,-15.017293900251389,-0.050894728480488996,1.489974856376648,1530,0.18402353,0.7381179630756378,0.2,6.372721042111516,3.261263370513916,0.5577392578125,0.2,0.0001
6506,26.5857,17.8215,308,-2.9964,0.9061,448,2523136,18.24861788749695,-15.044770610332488,-0.04972216715977993,2.219883680343628,1535,0.16779774,0.7356641292572021,0.2,6.5963418439030646,3.258638858795166,0.5775634765625,0.2,0.0001
6527,26.0634,17.897,309,-2.1958,0.9058,444,2531328,18.41410756111145,-15.064462606457697,-0.036203270395632814,4.8660664558410645,1540,0.17605014,0.7368344068527222,0.2,6.637913177554734,2.106705904006958,0.5080389492753623,0.2,0.0001
6548,25.4583,17.8874,310,-2.2831,0.9058,445,2539520,18.391457319259644,-15.049478414654732,-0.04914311572501902,4.258631706237793,1545,0.15703808,0.7603059411048889,0.2,5.796467246860265,3.2589921951293945,0.555810546875,0.2,0.0001
6570,26.2807,17.8836,311,-2.4026,0.9062,445,2547712,18.388660669326782,-15.027713166342842,-0.046915146231185645,7.8556342124938965,1550,0.17688861,0.7573148161172867,0.2,6.139781080600288,2.9317665100097656,0.5525716145833334,0.2,0.0001
6590,25.775,17.8439,312,-2.7074,0.9057,445,2555904,18.39789915084839,-15.080580795760703,-0.04299368222235842,4.502553939819336,1555,0.1505075,0.7596366256475449,0.2,5.745852503101383,2.305288076400757,0.5037679756637168,0.2,0.0001
6612,25.8891,17.9382,313,-1.7765,0.9058,444,2564096,18.42304539680481,-14.945891679172785,-0.04725536624376308,4.810816764831543,1560,0.17828111,0.7476397752761841,0.2,6.437808133346934,2.8941545486450195,0.541015625,0.2,0.0001
6632,25.01,17.9436,314,-1.7392,0.9059,447,2572288,18.323996543884277,-15.03912933221024,-0.028093479979218225,6.72254753112793,1565,0.11741945,0.7108379006385803,0.2,7.196052495013462,1.8237779140472412,0.464624297752809,0.2,0.0001
6652,24.444,18.001,315,-1.1702,0.9059,445,2580480,18.378445625305176,-14.982609794038167,-0.03725036517915568,3.6836347579956055,1570,0.14832112,0.7441946268081665,0.2,6.545433323530224,2.1464691162109375,0.5005924170616114,0.2,0.0001
6674,25.0031,17.9666,316,-1.5065,0.9059,445,2588672,18.403591871261597,-14.96558457314968,-0.05127532412734581,2.092390775680542,1575,0.15426037,0.7494735717773438,0.2,6.339098251052201,3.2705225944519043,0.5610595703125,0.2,0.0001
6696,25.0613,17.9495,317,-1.5865,0.9054,446,2596864,18.36705207824707,-15.031993919610978,-0.052193632393027656,4.555303573608398,1580,0.16284832,0.7249363362789154,0.2,6.787152674421668,3.251086950302124,0.553173828125,0.2,0.0001
6717,24.9689,17.9483,318,-1.5865,0.9053,445,2605056,18.402327060699463,-14.968569135665893,-0.04608091504487675,2.890460968017578,1585,0.16315238,0.719967395067215,0.2,7.0539737194776535,3.2659823894500732,0.559423828125,0.2,0.0001
6738,25.6655,17.8676,319,-2.4522,0.9056,443,2613248,18.467130422592163,-14.99810629877551,-0.03387583361874367,4.021977424621582,1590,0.17736751,0.7328623533248901,0.2,6.765332289517219,2.065577268600464,0.4779864532019704,0.2,0.0001
6760,25.7042,17.9108,320,-1.9754,0.9054,447,2621440,18.311855792999268,-15.039556044340134,-0.05227136835164856,-0.8358933925628662,1595,0.15522978,0.745879739522934,0.2,6.245807733759284,3.2486534118652344,0.5386474609375,0.2,0.0001
6779,25.3694,17.8618,321,-2.4323,0.9053,443,2629632,18.465659141540527,-15.0345937143458,-0.010165086394120561,5.153209209442139,1600,0.08235426,0.7289586365222931,0.2,6.757034766792071,1.0250658988952637,0.3722153465346535,0.2,0.0001
6800,25.0801,17.9333,322,-1.8391,0.9059,444,2637824,18.41641402244568,-14.982179565089089,-0.03857757372315973,6.507828712463379,1605,0.13733459,0.7390065491199493,0.2,6.578247128852776,2.2754595279693604,0.49264090401785715,0.2,0.0001
6820,24.7004,17.9368,323,-1.7907,0.9058,444,2646016,18.414886236190796,-14.872395808400672,-0.02799963775803061,5.60407018661499,1610,0.104117766,0.7171620726585388,0.2,7.124687364677977,1.5570237636566162,0.4244791666666667,0.2,0.0001
6841,24.7479,17.9421,324,-1.765,0.9059,444,2654208,18.416269063949585,-14.84162521660328,-0.052470470713160466,1.944765567779541,1615,0.14856869,0.736149936914444,0.2,6.533177569881081,3.2495737075805664,0.547509765625,0.2,0.0001
6863,25.1768,17.8974,325,-2.1616,0.9057,445,2662400,18.369300842285156,-14.871500113606453,-0.05000835865503177,2.0303614139556885,1620,0.1606222,0.7395885288715363,0.2,6.737110475450754,3.2499494552612305,0.5427978515625,0.2,0.0001
6885,26.4684,17.813,326,-3.0154,0.9057,445,2670592,18.39642357826233,-14.87349267601967,-0.054756825551157816,4.448504447937012,1625,0.15533715,0.6978053748607635,0.2,7.422415059059858,3.2647409439086914,0.5382568359375,0.2,0.0001
6906,26.1829,17.856,327,-2.4606,0.9051,446,2678784,18.363258600234985,-14.981809684634209,-0.05379432510235347,5.551505088806152,1630,0.16405644,0.7322388589382172,0.2,6.614191597700119,3.268317461013794,0.560546875,0.2,0.0001
6928,25.9805,17.8792,328,-2.239,0.9052,442,2686976,18.511417150497437,-14.831182410077352,-0.043491401518159625,4.44108772277832,1635,0.16545786,0.7270313501358032,0.2,6.771807455019668,2.9305672645568848,0.5265679442508711,0.2,0.0001
6949,26.1032,17.9023,329,-1.9917,0.9051,446,2695168,18.365705966949463,-14.878276231884957,-0.048686121468199416,12.670672416687012,1640,0.17232198,0.7324717342853546,0.2,6.56817760206759,3.2529592514038086,0.5498046875,0.2,0.0001
6971,26.4618,17.8261,330,-2.8623,0.9056,448,2703360,18.26173448562622,-14.821753114461899,-0.04901261455088388,4.485032081604004,1645,0.15880056,0.7310552299022675,0.2,6.595910535007715,3.2724645137786865,0.549560546875,0.2,0.0001
6992,26.8794,17.8436,331,-2.7074,0.9057,445,2711552,18.385426998138428,-14.834188856836837,-0.03827877064591729,3.2065134048461914,1650,0.14919774,0.7198693752288818,0.2,6.852723827559827,2.2063825130462646,0.4822148617511521,0.2,0.0001
7013,26.8473,17.8429,332,-2.6433,0.9054,449,2719744,18.217571258544922,-14.899486130475998,-0.04910558832343668,5.409632682800293,1655,0.16850176,0.7375026643276215,0.2,6.2113770984113215,3.2729434967041016,0.558447265625,0.2,0.0001
7035,27.1468,17.7598,333,-3.4206,0.9051,449,2727936,18.233399152755737,-14.961007010936736,-0.044816581485793,7.181469917297363,1660,0.1639807,0.7228949666023254,0.2,6.674598616361618,3.2655832767486572,0.5572998046875,0.2,0.0001
7056,26.3246,17.7934,334,-3.0226,0.9048,446,2736128,18.3508563041687,-15.00609270632267,-0.04842333520064131,1.2220971584320068,1665,0.17136396,0.7270046770572662,0.2,6.54407511651516,3.2742464542388916,0.547607421875,0.2,0.0001
7076,26.7775,17.8038,335,-3.0036,0.9052,447,2744320,18.30841875076294,-15.074592935033591,-0.02308679281184113,2.5295801162719727,1670,0.1200377,0.7315272092819214,0.2,6.648752766201295,1.6880040168762207,0.4586784638554217,0.2,0.0001
7098,25.6236,17.9087,336,-1.9891,0.9054,447,2752512,18.300450325012207,-15.05971393585205,-0.05013442990602925,-0.07031846046447754,1675,0.16483943,0.7263749837875366,0.2,6.651044712215662,3.258492946624756,0.5478515625,0.2,0.0001
7119,25.9672,17.9044,337,-1.9979,0.9052,459,2760704,17.81100106239319,-14.992737326025964,-0.047065087495138866,0.5156267881393433,1680,0.17554389,0.710766613483429,0.2,7.2779725039377805,3.248122215270996,0.56142578125,0.2,0.0001
7140,25.5801,17.931,338,-1.8677,0.9059,446,2768896,18.343084573745728,-14.976114496691473,-0.045354447693660344,5.918959617614746,1685,0.1634659,0.7405684292316437,0.2,6.351498865259105,2.9563934803009033,0.5430765086206897,0.2,0.0001
7161,25.0814,17.9548,339,-1.668,0.9061,446,2777088,18.33464813232422,-14.975935372919174,-0.04121270385051895,7.617239475250244,1690,0.18382363,0.7484245300292969,0.2,6.29703633415743,2.7570836544036865,0.5234951568265682,0.2,0.0001
7182,25.0684,17.906,340,-1.9491,0.905,446,2785280,18.35858964920044,-14.85599422454834,-0.041710978442206115,6.433334827423096,1695,0.21590023,0.761646568775177,0.2,5.914300238303697,2.6301302909851074,0.5277811293436293,0.2,0.0001
7204,25.0472,17.9593,341,-1.5432,0.9057,445,2793472,18.37582564353943,-14.850944404478197,-0.048870307898342416,4.241062164306641,1700,0.18443915,0.7226336896419525,0.2,7.0200770156724115,3.1286165714263916,0.5504515016233766,0.2,0.0001
7223,24.9243,17.9918,342,-1.2897,0.906,450,2801664,18.177716493606567,-14.910534902052445,0.00735851622779261,5.6585373878479,1705,0.23718134,0.7334877252578735,0.2,6.740379763372017,0.672863245010376,0.3209043560606061,0.2,0.0001
7244,24.8938,17.9503,343,-1.6104,0.9056,448,2809856,18.280914068222046,-14.825797614455222,-0.047124461064231585,5.270734786987305,1710,0.1696635,0.7177502810955048,0.2,7.079872831329704,3.270367383956909,0.570068359375,0.2,0.0001
7266,25.6746,17.9333,344,-1.7791,0.9056,448,2818048,18.264520406723022,-14.920099338889122,-0.046567017285269685,7.480443477630615,1715,0.16298585,0.7310726940631866,0.2,6.810656557977199,3.2592666149139404,0.5466552734375,0.2,0.0001
7287,26.071,17.9103,345,-1.908,0.9051,445,2826240,18.408780336380005,-15.023290556921086,-0.04397817487290628,5.7676191329956055,1720,0.15317364,0.7380216419696808,0.2,6.404271723099158,2.890742778778076,0.519256161971831,0.2,0.0001
7309,26.1363,17.8882,346,-2.1427,0.9051,445,2834432,18.376535654067993,-14.9705786049366,-0.05399519372149371,4.443923473358154,1725,0.1773734,0.6952813267707825,0.2,7.370290253311396,3.25888729095459,0.56513671875,0.2,0.0001
7330,26.0253,17.8913,347,-2.2266,0.9057,447,2842624,18.2984037399292,-14.923163187503814,-0.051400423489394595,3.5449509620666504,1730,0.14510824,0.7406255006790161,0.2,6.279476837813855,3.2598369121551514,0.5267333984375,0.2,0.0001
7352,26.6443,17.8285,348,-2.9724,0.9063,445,2850816,18.383251190185547,-14.917161336541175,-0.04751123783935327,6.353446006774902,1735,0.1508627,0.7425954639911652,0.2,6.2878701215609905,3.259352445602417,0.5302490234375,0.2,0.0001
7373,26.6148,17.7985,349,-3.0182,0.905,446,2859008,18.341245651245117,-14.847179678082465,-0.04791514218086377,9.686716079711914,1740,0.15512079,0.7304502725601196,0.2,6.356799046695232,3.2633209228515625,0.544873046875,0.2,0.0001
7393,26.1952,17.8809,350,-2.144,0.9048,445,2867200,18.37425971031189,-14.815607152833529,-0.02593108811101482,6.2115678787231445,1745,0.12901534,0.7279104590415955,0.2,6.670128480057044,1.6638333797454834,0.4500095858895706,0.2,0.0001
7414,26.7459,17.8532,351,-2.7073,0.9062,447,2875392,18.322899341583252,-14.818709824589773,-0.04050226095306428,7.197291374206543,1750,0.1392692,0.7507539987564087,0.2,5.90404436796038,2.4462685585021973,0.5093036825726142,0.2,0.0001
7435,26.0721,17.8755,352,-2.2844,0.9052,446,2883584,18.334462881088257,-14.884784180777414,-0.03438775369099208,5.78896427154541,1755,0.16617727,0.7330549955368042,0.2,6.435059630586988,2.144150495529175,0.5062127976190476,0.2,0.0001
7455,26.8059,17.8079,353,-2.9395,0.9051,447,2891776,18.30036497116089,-14.960930345342023,-0.03676180493102987,2.489323139190674,1760,0.1513753,0.7085342705249786,0.2,6.9695956009862705,2.3003485202789307,0.5088794052863436,0.2,0.0001
7477,27.4044,17.7424,354,-3.7354,0.9058,447,2899968,18.315909147262573,-14.978535374999046,-0.04900884965318255,5.821734428405762,1765,0.1673623,0.7462829649448395,0.2,6.136720975488425,3.2610530853271484,0.5605712890625,0.2,0.0001
7499,25.4766,17.9023,355,-1.8788,0.9045,445,2908160,18.3853178024292,-14.896296522021293,-0.05124684694892494,5.354177474975586,1770,0.15887752,0.7161583602428436,0.2,6.6718266133219,3.27602219581604,0.55078125,0.2,0.0001
7520,26.7651,17.8106,356,-3.0572,0.9058,447,2916352,18.288074731826782,-14.859224343299866,-0.046627732043270954,2.8876454830169678,1775,0.16000947,0.7200852632522583,0.2,6.831289827823639,3.2578487396240234,0.545458984375,0.2,0.0001
7541,26.9634,17.7853,357,-3.2511,0.9055,449,2924544,18.22895836830139,-14.916248116258014,-0.03762612093423781,6.679655075073242,1780,0.12413263,0.7657385170459747,0.2,5.480395781085096,2.2681632041931152,0.4860916479820628,0.2,0.0001
7562,26.3986,17.8255,358,-2.7932,0.9052,447,2932736,18.30826687812805,-14.758497270941735,-0.04994644676626194,10.13740348815918,1785,0.17356136,0.7302576899528503,0.2,6.492494868859649,3.2614755630493164,0.557763671875,0.2,0.0001
7584,26.4097,17.8476,359,-2.5448,0.9051,445,2940928,18.368335485458374,-14.742206868529319,-0.04854981786920689,9.681477546691895,1790,0.14724404,0.7146227359771729,0.2,6.876863179169595,3.2520220279693604,0.5317626953125,0.2,0.0001
7605,26.128,17.8973,360,-1.9701,0.9047,448,2949120,18.28199863433838,-14.769840961694717,-0.05408980988286203,6.987509250640869,1795,0.16222396,0.6870832741260529,0.2,7.461704301834106,3.259493350982666,0.5482177734375,0.2,0.0001
7627,26.0143,17.8712,361,-2.3489,0.9053,447,2957312,18.309961557388306,-14.73946336209774,-0.050174397067166865,5.1267852783203125,1800,0.17738444,0.7148039042949677,0.2,6.794383106380701,3.259037733078003,0.567236328125,0.2,0.0001
7648,26.1134,17.8503,362,-2.5117,0.9051,446,2965504,18.348625659942627,-14.757056992394583,-0.043642691083784615,3.213613748550415,1805,0.1767838,0.7541676759719849,0.2,6.124770738397326,2.848581314086914,0.5216517857142857,0.2,0.0001
7669,25.3925,17.9255,363,-1.883,0.9057,443,2973696,18.450765132904053,-14.743633643128819,-0.04230146091851525,2.6592788696289062,1810,0.17991917,0.7340040802955627,0.2,6.502224278629274,2.7014105319976807,0.5204417293233082,0.2,0.0001
7691,26.1543,17.7986,364,-2.9969,0.9049,446,2981888,18.334664583206177,-14.62467814385891,-0.0517835443810327,5.253705978393555,1815,0.16214621,0.7297354638576508,0.2,6.62583528906107,3.2712032794952393,0.5490966796875,0.2,0.0001
